ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
855172312,Fashion Culture,Apparel,Fashion,GBP,2015-08-30,5000,07/31/15,0,failed,0,GB,0,0,7613.13
855172920,"Pansaari- indian grocery, chai, cooking class. 'Tis time DC!",Food,Food,USD,2014-01-23,20000,12/24/13,22360,successful,123,US,22360,22360,20000
855175730,Brothers of Iron,Tabletop Games,Games,GBP,2013-08-06,500,07/23/13,8026,successful,195,GB,12264.86,12461,776.28
855176487,Campaign Against Bullying,Children's Books,Publishing,USD,2018-02-13,100000,12/15/17,31,live,2,US,31,31,100000
855180757,The Admiral Zaton (Canceled),Architecture,Design,USD,2016-03-25,60000,02/24/16,720,canceled,11,US,720,720,60000
855181422,Kiss My Bath Essentials,Crafts,Crafts,USD,2015-05-21,3500,04/21/15,1,failed,1,US,1,1,3500
855186001,Vito Scoletta - Apocalypse Hip-Hop - Flux State,Hip-Hop,Music,USD,2017-09-28,1000,08/29/17,102,failed,4,US,25,102,1000
855197070,adorn3d: Eco-Friendly 3D Printed Living Jewelry and Decór,Product Design,Design,USD,2017-08-17,1000,07/18/17,195,failed,4,US,0,195,1000
855210235,Taking the Coach to Rio: The Glorious Book of the Blog,Nonfiction,Publishing,GBP,2016-08-22,1000,07/23/16,12543,successful,171,GB,404.64,16572,1321.25
855217290,Piko Piko Detroit: The Midwest Collective of 8-Bit Artists,Electronic Music,Music,USD,2013-02-01,1800,01/03/13,2465.66,successful,89,US,2465.66,2466,1800
85522919,Goldfinch Vineyards,Farms,Food,USD,2015-03-17,8500,01/16/15,170,failed,2,US,170,170,8500
855234060,GAMEPLY -Showcase your games (Canceled),Product Design,Design,USD,2014-11-15,4500,10/16/14,1467,canceled,38,US,1467,1467,4500
855238541,Will you marry me again?,Fiction,Publishing,USD,2012-02-12,2000,12/29/11,0,failed,0,US,0,0,2000
855246778,w.i.s.h.:  confessions of a punk rocker with m.s.,Nonfiction,Publishing,USD,2015-05-05,100,04/20/15,100,successful,5,US,100,100,100
855252830,A Very Oregon Childhood,Poetry,Publishing,USD,2017-04-05,2000,03/06/17,2080,successful,19,US,0,2080,2000
8552558,'Mrs. Strange' debut full length LP!,Rock,Music,CAD,2015-02-05,1500,01/05/15,1502,successful,8,CA,1274.5,1207,1205.3
855258031,Jordan Loves Space!,Video Games,Games,USD,2011-08-18,5000,07/19/11,167.15,failed,3,US,167.15,167,5000
855262194,InSoul - DRESS SUEDES (Sneaker x Dress Shoe),Product Design,Design,USD,2015-05-11,25000,03/24/15,20732,failed,90,US,20732,20732,25000
855263600,Tinkr Tech,Makerspaces,Technology,USD,2014-08-16,3250,07/22/14,3636,successful,44,US,3636,3636,3250
855265213,Peace:The Series (Canceled),Nonfiction,Publishing,USD,2015-12-20,13039,11/20/15,0,canceled,0,US,0,0,13039
855265230,Redefining an Album,Indie Rock,Music,USD,2011-08-11,700,07/12/11,0,failed,0,US,0,0,700
855269107,Blue Freedom | The World's Smallest Hydropower Plant,Product Design,Design,USD,2015-05-02,100000,03/03/15,190353.11,successful,956,US,190353.11,190353,100000
855270963,Rachis,Fine Art,Photography,USD,2016-06-09,1000,05/10/16,1700,successful,37,US,1700,1700,1000
855280064,Tommy the Courageous Bird,Children's Books,Publishing,USD,2012-12-01,5200,11/01/12,5621,successful,70,US,5621,5621,5200
855280154,The Legacy of Avril Kyte (Canceled),Narrative Film,Film & Video,USD,2012-10-22,750000,08/23/12,1160,canceled,5,US,1160,1160,750000
855281102,Abacus,Video Games,Games,USD,2016-07-28,6000,06/28/16,785,failed,13,US,230,785,6000
855293489,CES AB SCRUBBER,Technology,Technology,USD,2015-11-30,500000,10/01/15,100,failed,1,US,100,100,500000
855296347,Angels - A Live Shoot,Photobooks,Photography,USD,2017-08-27,800,07/28/17,0,failed,0,US,0,0,800
855301809,Earth Trek: Season 1 (Canceled),Webseries,Film & Video,USD,2015-01-09,17810,12/10/14,50,canceled,1,US,50,50,17810
855303552,Fantastic Screensavers,Fine Art,Photography,USD,2017-12-09,100,11/24/17,75,failed,7,US,45,75,100
855304635,Bioremediation Action Match,Technology,Technology,USD,2010-09-05,165,08/29/10,186,successful,8,US,186,186,165
855307846,Stay Away! Cthulhu is Back! A Contagious Horror Card Game,Tabletop Games,Games,USD,2014-05-04,8000,04/01/14,16440,successful,494,US,16440,16440,8000
8553236,Agile Rascal Traveling Bike Theatre's North America Tour,Art,Art,USD,2015-04-20,20000,03/19/15,23001,successful,504,US,23001,23001,20000
855328215,United Intentions Foundation Non-Profit Inc.,Web,Technology,USD,2014-12-02,12114,11/04/14,22,failed,2,US,22,22,12114
855332797,Flip Hue,Tabletop Games,Games,USD,2014-09-15,6000,08/14/14,7122,successful,204,US,7122,7122,6000
855337649,Control Alt the Seat,Crafts,Crafts,USD,2017-03-10,10000,01/19/17,1815,failed,46,US,185,1815,10000
855340289,Historic Pens and a Matching Book Detailing The Journey,Woodworking,Crafts,USD,2016-07-15,10000,06/15/16,469,failed,4,US,373,469,10000
855345678,360Mini - The World's First 360° Projector (Canceled),Gadgets,Technology,EUR,2016-01-24,85000,12/22/15,356,canceled,13,DE,386.81,389,92820.09
855347974,Sharktipede LIVES!!!!,Sculpture,Art,USD,2014-06-28,3500,05/29/14,1985,failed,32,US,1985,1985,3500
855353965,Lenny Morris vs. The Universe,Shorts,Film & Video,USD,2010-01-21,4000,11/14/09,205,failed,6,US,205,205,4000
85535406,Nomad Quest,Video Games,Games,USD,2015-07-17,3000,06/17/15,770,failed,14,US,770,770,3000
855358556,The StoneShot - Stone Shot Glasses,Product Design,Design,USD,2016-12-28,10000,11/23/16,2362,failed,39,US,656,2362,10000
855361131,"Eternal Sunday's Release of EP ""Rumors of War""",Indie Rock,Music,USD,2012-10-27,6000,09/17/12,258,failed,10,US,258,258,6000
855363816,Spreading the Art of Tattooing,Art,Art,USD,2016-09-25,23000,08/23/16,0,failed,0,US,0,0,23000
855365027,Support One Million Lovely Letters,Public Art,Art,GBP,2014-07-03,10000,06/03/14,14271.91,successful,909,GB,23900.56,24467,17143.54
855370047,UG Musiq,World Music,Music,USD,2017-12-18,100000,10/20/17,0,failed,0,US,0,0,100000
855372386,ESME - Handbag Line,Accessories,Fashion,USD,2015-11-14,30000,10/15/15,25,failed,1,US,25,25,30000
855376025,"LDS Missionary Teaching Tool For ""The Restoration""",Product Design,Design,USD,2014-04-19,1000,03/20/14,1118,successful,45,US,1118,1118,1000
855376158,Yoga Philosophy for Children: A Picture Book Series,Children's Books,Publishing,USD,2017-04-24,500,04/04/17,906,successful,33,US,156,906,500
855382753,The Diary of Tessa Graves (Canceled),Fiction,Publishing,CAD,2015-03-31,8000,03/01/15,0,canceled,0,CA,0,0,6327.11
855386996,That's A Sure-Shot Clothing Line (Canceled),Apparel,Fashion,USD,2014-06-21,86000,05/22/14,0,canceled,0,US,0,0,86000
855389053,The Nixon Rodeo - NEW ALBUM 2013,Rock,Music,USD,2013-04-29,3500,03/23/13,11000.33,successful,112,US,11000.33,11000,3500
855391132,Rossman - Side Scolling Platform Game (Canceled),Video Games,Games,USD,2013-03-03,2000,02/01/13,30,canceled,3,US,30,30,2000
85539305,AbstraKT BEINGS Go To LA!,Dance,Dance,USD,2017-03-14,1000,02/22/17,2030,successful,30,US,400,2030,1000
855400548,Finally!  The band and the DJ Unite!,Mixed Media,Art,USD,2012-08-10,5500,07/11/12,6092.11,successful,141,US,6092.11,6092,5500
855403375,Introducing the Fascinating World of Vietnamese Coffee,Drinks,Food,EUR,2017-03-04,14000,02/07/17,393,failed,22,DE,29.09,417,14848.44
855420415,"Pub Battles: Antietam, Limited ""Sharpsburg"" Edition 100",Tabletop Games,Games,USD,2017-02-12,1862,01/13/17,12288,successful,102,US,4899,12288,1862
855423498,Chasing Freddie Kingsley (Canceled),Shorts,Film & Video,USD,2016-04-23,380,03/29/16,0,canceled,0,US,0,0,380
855424027,Misfortune High Book 2,Comics,Comics,USD,2014-04-12,4000,03/12/14,4650.5,successful,151,US,4650.5,4651,4000
855426610,Help a Kenyan Hospital,Technology,Technology,USD,2010-01-31,200,12/08/09,225,successful,9,US,225,225,200
855439598,I don't Ski Clothing Company,Apparel,Fashion,CAD,2015-01-08,575,12/29/14,0,failed,0,CA,0,0,486.46
855440403,Classical Meets Jazz Concert Album,Classical Music,Music,USD,2015-11-26,1200,10/17/15,406,failed,9,US,406,406,1200
855449431,"What doesn't kill you, a feature documentary",Documentary,Film & Video,GBP,2013-08-02,25000,07/08/13,7089,failed,84,GB,10557.18,10742,37881.08
855451670,"LUNCH at the Underbelly, Cowgate. Edinburgh Festival 2016",Festivals,Theater,GBP,2016-07-27,2500,06/20/16,2500,successful,30,GB,1121.43,3292,3291.77
855455010,British Manufactured Bag Created by Mirelle London,Fashion,Fashion,GBP,2014-02-01,14750,01/17/14,826,failed,6,GB,1352.22,1349,24082.03
855456826,Desert SunWater,Community Gardens,Food,USD,2015-04-14,16000,02/13/15,20,failed,1,US,20,20,16000
85545919,Help The Southern Station get ready for summer and music,Food,Food,USD,2016-04-08,5000,03/09/16,650,failed,3,US,650,650,5000
85546923,"RESIST - Pins, Patches, and Stickers",Illustration,Art,USD,2017-02-23,1200,02/09/17,1732,successful,71,US,1143,1732,1200
855477190,Kickstarting Parenthood: Short stories of parent journeys,Nonfiction,Publishing,AUD,2014-07-28,50000,06/13/14,693,failed,15,AU,649.61,643,46412.33
855478779,Wishbook:  Happy Garden,Indie Rock,Music,USD,2011-02-22,3000,11/24/10,3040,successful,72,US,3040,3040,3000
855480194,Love in All Forms: The Big Book of Growing Up Queer,Anthologies,Comics,USD,2015-04-07,8000,03/08/15,9579,successful,432,US,9579,9579,8000
855488883,Absorbable Liner,Technology,Technology,USD,2014-08-13,25000,07/14/14,0,failed,0,US,0,0,25000
855499156,Musicobio: Your musical storytelling tool,Music,Music,CAD,2015-05-11,25000,04/08/15,14452,failed,91,CA,11590.25,12006,20769.29
855517435,DAUGHTERS (Canceled),Fashion,Fashion,GBP,2015-07-29,30000,06/29/15,0,canceled,0,GB,0,0,46727.52
855520489,Voices Of the People Audio Project for Displaced Communities,Music,Music,GBP,2014-12-22,7000,11/22/14,483,canceled,16,GB,758.42,750,10875.14
855533268,"Nathan Bardell's ""Need the Sun"" Album Project",Country & Folk,Music,USD,2011-09-23,1700,08/24/11,87,failed,4,US,87,87,1700
855535570,Personalized Embroidered Gym Bags,Accessories,Fashion,USD,2017-08-25,20000,07/26/17,0,failed,0,US,0,0,20000
855557285,Inside - A Short Film,Shorts,Film & Video,USD,2013-08-20,4000,07/01/13,50,failed,2,US,50,50,4000
855564964,Guidebook to the City of Dolmvay,Tabletop Games,Games,USD,2013-11-21,500,10/22/13,2961.13,successful,89,US,2961.13,2961,500
855569563,The Places We've Been: Field Reports from Travelers Under 35,Publishing,Publishing,USD,2012-06-14,3500,05/14/12,3800,successful,104,US,3800,3800,3500
855575613,EzFlop Flip Flops - A 1st of Its Kind Recyclable Flip Flop,Fashion,Fashion,USD,2014-03-20,500,02/28/14,1552,successful,118,US,1552,1552,500
855576574,DFW Truck Farm,Food,Food,USD,2012-11-18,5000,10/19/12,90,failed,3,US,90,90,5000
855622769,Help support the future of Music Production!,Music,Music,EUR,2015-10-28,2000,09/28/15,0,undefined,0,"N,0""",,0,2203.4
855624303,The Commuter Collection,Product Design,Design,USD,2017-11-18,80000,09/19/17,36096,failed,183,US,225,36096,80000
855624673,Nommogeneity: A Generation of the word.,Documentary,Film & Video,USD,2011-06-02,3000,04/18/11,51,failed,2,US,51,51,3000
855635490,Clarity,Farms,Food,USD,2015-03-09,5000,01/09/15,0,failed,0,US,0,0,5000
855636315,Elsewhere,Comics,Comics,USD,2012-11-04,1000,09/05/12,202,failed,8,US,202,202,1000
855636648,Town Center: Beaune / Turku,Tabletop Games,Games,USD,2015-06-30,1000,06/15/15,14137,successful,364,US,14137,14137,1000
85563906,A App for meeting people,Apps,Technology,USD,2015-05-09,2400,04/09/15,20,failed,1,US,20,20,2400
855639316,Fallbrook Railroad Heritage Park,Public Art,Art,USD,2017-11-12,20000,09/13/17,5211,failed,21,US,30,5211,20000
855639722,Moving Mountains,Shorts,Film & Video,USD,2012-04-26,2000,03/27/12,1100,failed,20,US,1100,1100,2000
855646013,Project Collaborate,Web,Technology,USD,2015-04-30,1000,03/31/15,200,failed,4,US,200,200,1000
855655480,BBZ Imaging™  | Making paperless easy™,Technology,Technology,USD,2014-04-04,5000,03/04/14,425,failed,14,US,425,425,5000
855655761,The Art Of Germàn Impache,Mixed Media,Art,EUR,2015-11-29,4000,09/30/15,1297,failed,40,IT,1459.7,1414,4360.81
855660858,Track Addicts,Documentary,Film & Video,CAD,2014-08-15,9500,07/17/14,0,failed,0,CA,0,0,8715.6
855662045,Lucy Dacus: First Full-Length Album,Music,Music,USD,2015-02-14,3400,01/05/15,3870,undefined,0,"N,0""",,3870,3400
855682007,nabokov presents SLUG,Festivals,Theater,GBP,2016-07-13,3000,06/21/16,3001,successful,44,GB,2203.64,4010,4008.87
855684319,"Crystallize your mind in the New Year! Best wishes, 2017.",Painting,Art,EUR,2017-01-01,12000,12/01/16,4075,failed,53,AT,366.85,4315,12706.75
85568474,"Barley Legal's 2nd Album ""Waking Up Again""",Rock,Music,USD,2012-08-01,12000,07/11/12,12060,successful,130,US,12060,12060,12000
855701852,CHA'S ORGANICS  Epic Sri Lankan Road Trip Video,Shorts,Film & Video,CAD,2015-12-27,1700,11/27/15,1711,successful,23,CA,1287.28,1232,1224.43
855703248,Pirates of the Siren's Sea - The Second Swordmage Trilogy,Fiction,Publishing,USD,2014-08-11,2500,07/11/14,1301,failed,56,US,1301,1301,2500
855704509,Project K. Phase 1 Post,Film & Video,Film & Video,USD,2012-03-19,600,02/07/12,723,successful,10,US,723,723,600
855708832,"Looi The Cat - Plush Doll (Toy for babies, toddlers & kids)",Crafts,Crafts,GBP,2017-01-10,36000,12/11/16,3175,failed,46,GB,1531.51,3866,43838.29
855709669,MILK NOT JAILS,Food,Food,USD,2011-09-01,22000,07/15/11,22430.83,successful,353,US,22430.83,22431,22000
855710289,Ministry on The Mic sophomore album project,Hip-Hop,Music,USD,2014-06-24,1500,05/20/14,0,failed,0,US,0,0,1500
85572140,Photos of Fit and Fabulous Females (Canceled),Photography,Photography,USD,2014-11-07,1200,10/08/14,0,canceled,0,US,0,0,1200
855731001,WHO AM I (Moving Portraits),Video Art,Art,GBP,2014-08-20,5000,07/21/14,5063,successful,26,GB,8593.26,8393,8288.71
855734002,Bewegung ist Leben,People,Photography,EUR,2016-12-23,75000,11/23/16,30,canceled,3,DE,21.26,31,78345.35
855734015,Get Smokin' Monkey Food Truck wrapped up and on the road!,Food,Food,USD,2013-09-18,2500,08/21/13,2612,successful,25,US,2612,2612,2500
855743934,SongPie,Country & Folk,Music,USD,2013-10-08,7290,09/08/13,7406,successful,79,US,7406,7406,7290
855750710,Om jag får bestämma,Indie Rock,Music,SEK,2015-04-30,5000,03/03/15,1364,failed,10,SE,163.32,164,601.27
855755768,"The ""Life-saver"" app saves lives. Don't drink and drive.",Apps,Technology,USD,2016-05-19,100000,03/22/16,1,canceled,1,US,1,1,100000
855757949,To Azimuth,Video Games,Games,USD,2014-12-18,20000,11/17/14,14353,failed,683,US,14353,14353,20000
855768906,Lakota Coo Coo Clock,Art,Art,USD,2012-05-31,15000,05/01/12,1,failed,1,US,1,1,15000
85577726,The Long Goodbye,Documentary,Film & Video,USD,2017-05-26,50000,04/27/17,51505,successful,263,US,737,51505,50000
855779611,Black Chick Watching 48 Hour Film Project,Shorts,Film & Video,USD,2017-06-05,1000,05/27/17,1081,successful,11,US,250,1081,1000
855780845,"Jamey Meeker EP ""What I've Shown"" - Pre-Order and Support!",Rock,Music,USD,2016-01-23,1100,12/24/15,1274,successful,19,US,1274,1274,1100
855789160,analog magazine's First 'Selection Book',Art Books,Publishing,CHF,2017-10-07,8800,09/07/17,1448,failed,26,CH,140.33,1483,9011.32
855795568,Visitor Apparel-2013 Summer Collection,Fashion,Fashion,USD,2013-06-05,4500,05/06/13,1127,failed,34,US,1127,1127,4500
855802295,Let's Save Classical Music (And Our Social Lives!),Classical Music,Music,USD,2015-12-23,100000,11/19/15,140005.21,successful,1478,US,140005.21,140005,100000
855805657,"ABC, Talk With Me! - from digital to tangible!",Apps,Technology,USD,2015-12-23,5000,11/17/15,309,failed,12,US,309,309,5000
855810998,AllShapeUp - Over 100 healthy recipes & workout videos!,Web,Technology,GBP,2016-09-19,5000,08/29/16,1080,canceled,22,GB,137.94,1401,6486.94
855832081,Stevie D's Debut Album,Hip-Hop,Music,USD,2015-01-29,1600,12/20/14,1602,successful,20,US,1602,1602,1600
855832416,Distribution funds for INSPIRED: THE VOICES AGAINST PROP 8,Documentary,Film & Video,USD,2012-05-07,3000,04/06/12,3820,successful,8,US,3820,3820,3000
855844619,Mischief Dice - Bring something new to game night.,Tabletop Games,Games,USD,2015-05-02,5000,04/02/15,2410,failed,72,US,2410,2410,5000
855847915,Dicebags by Jess,Crafts,Crafts,USD,2017-04-22,300,04/12/17,25,failed,1,US,0,25,300
855866288,RubyJoe's Gypsy Food Restaurant,Restaurants,Food,USD,2016-05-05,50000,04/05/16,2,failed,2,US,2,2,50000
855869484,Stellar - cards & book,Illustration,Art,EUR,2017-07-06,1000,06/06/17,2456,successful,26,BE,50.72,2803,1141.2
855870553,SOCIALISM: The Game,Tabletop Games,Games,USD,2016-06-13,10000,05/24/16,10864,successful,245,US,10864,10864,10000
85587392,"Help us make ""Two Bites"" the healthy eating game for kids",Tabletop Games,Games,USD,2011-05-27,11500,04/27/11,90,failed,4,US,90,90,11500
855877592,Clever Pots,Technology,Technology,GBP,2015-08-27,65000,07/28/15,257,failed,5,GB,398.98,396,100043.1
855883031,Beer Diagram Poster,Graphic Design,Design,USD,2013-01-28,500,01/02/13,15720,successful,474,US,15720,15720,500
855886084,The Most Innovative Makeup Blender Ever Made | enavee,Product Design,Design,CAD,2017-04-15,30000,03/14/17,10158,failed,227,CA,1460.2,7540,22266.76
855887422,Kids GALLERY - art inspired activities,Product Design,Design,USD,2013-05-15,6000,04/05/13,1316,failed,54,US,1316,1316,6000
855892053,M.C.Cinematography,People,Photography,USD,2016-04-14,2800,02/29/16,55,failed,4,US,55,55,2800
855895298,Foos For Halifax - Bring Foo Fighters Back to Halifax,Rock,Music,CAD,2014-11-28,100000,09/29/14,0,failed,0,CA,0,0,87742.39
855896918,Origami Lamp Shade,Product Design,Design,EUR,2016-12-05,4500,10/26/16,1193,failed,63,NL,267.64,1260,4751.55
855901312,The Journey,Documentary,Film & Video,GBP,2013-06-03,80000,04/04/13,43342.5,failed,219,GB,65374.49,67511,124608.65
855911471,Steampunk Holiday Cards,Illustration,Art,USD,2015-11-10,600,10/21/15,676,successful,16,US,676,676,600
855913946,Beast of a Woman,Performances,Dance,USD,2015-03-30,3000,03/09/15,3765,successful,40,US,3765,3765,3000
855921522,"3.75"" Joe: Creating G.I.Joe ®: A Real American Hero™ Vol. 3",Graphic Novels,Comics,USD,2016-10-24,16000,10/08/16,19008,successful,257,US,6951,19008,16000
855927069,Galaxy Hoodies & Cloaks - From LOTH Hoodies,Apparel,Fashion,USD,2015-08-30,20000,08/10/15,7669,failed,84,US,7669,7669,20000
855927223,Phil's Amazing Adventure: The Game,Video Games,Games,USD,2015-06-18,6000,05/19/15,160,failed,6,US,160,160,6000
855945890,Underwater Colors Of The Channel Islands (Canceled),Art Books,Publishing,USD,2014-07-09,10000,06/09/14,2291,canceled,35,US,2291,2291,10000
855945938,Live Vivi Live!,Shorts,Film & Video,USD,2012-06-01,500,05/03/12,616,successful,11,US,616,616,500
855947381,An album for all.,Music,Music,GBP,2014-12-25,2000,11/25/14,150,undefined,0,"N,0""",,232,3087.94
855953330,"Help me build Lexington, Kentucky in SimCity (2013)",Video Games,Games,USD,2015-02-15,50,01/16/15,101,successful,8,US,101,101,50
855955213,NOTECARD DAYDREAMS,Art Books,Publishing,USD,2013-05-19,6000,04/19/13,2807,failed,28,US,2807,2807,6000
855957184,Help Me Publish A Book On Live Looping,Nonfiction,Publishing,USD,2012-05-28,10000,04/28/12,1077,failed,20,US,1077,1077,10000
85596201,Mathias & Friend's July 4th BBQ,Events,Food,USD,2016-06-30,1000,06/24/16,639,failed,13,US,639,639,1000
855979140,Elements Juice Bar Addition,Drinks,Food,USD,2015-03-13,4500,02/26/15,4605,successful,52,US,4605,4605,4500
855980096,"""Like The Watchman"" EP",Faith,Music,USD,2014-03-27,3500,03/14/14,3883,successful,97,US,3883,3883,3500
855981243,Float Our Boat,Public Art,Art,USD,2015-05-03,5000,04/09/15,5206,successful,77,US,5206,5206,5000
855983144,Setting Forth--on a Literary Itinerary,Literary Journals,Publishing,USD,2014-12-29,3777,11/25/14,126,failed,6,US,126,126,3777
855992080,The Golden Skillet - a food-centered memoir,Nonfiction,Publishing,USD,2015-05-18,5000,03/19/15,0,failed,0,US,0,0,5000
855998640,Adrianne Discovers the Wild West,Photography,Photography,USD,2011-08-12,500,07/13/11,271,failed,12,US,271,271,500
856004252,The Bright Wings Chorus is headed back to the studio!,Country & Folk,Music,USD,2012-09-03,5000,08/02/12,5194,successful,81,US,5194,5194,5000
856004690,I'm Making Bacon. (Canceled),Bacon,Food,USD,2014-10-05,12,08/06/14,65,canceled,5,US,65,65,12
856010316,Fable Festival,Theater,Theater,USD,2012-05-18,1200,04/25/12,1351,successful,29,US,1351,1351,1200
856011549,House Rule,Tabletop Games,Games,USD,2016-09-16,16000,08/17/16,2783,failed,50,US,751,2783,16000
856012710,SHREDZ - Snow Helmet Audio Reinvented,Hardware,Technology,CAD,2014-12-27,20000,11/21/14,3652,failed,43,CA,3219.35,3126,17120.36
856026402,Boreal Bash IV,Photography,Photography,CAD,2016-09-01,12000,07/30/16,12031.66,successful,93,CA,0,9197,9172.91
856029161,Make a Rocket Fly!  Fly to The Moon!  Leave a Monument to Outlast Humanity!,Hardware,Technology,USD,2010-01-26,24000,12/06/09,210,failed,6,US,210,210,24000
85603261,KINTSUKUROI LAMPS - Celebrating Healing,Product Design,Design,CAD,2016-11-25,500,10/31/16,610,successful,4,CA,0,452,370.62
856044702,The Brannigan Account,Narrative Film,Film & Video,USD,2012-06-30,2000,05/29/12,65,failed,3,US,65,65,2000
856053791,"Are you ready for T.C Hood's ""Winter Island Winter?""",Hip-Hop,Music,USD,2013-02-01,4800,01/02/13,0,failed,0,US,0,0,4800
856056829,Cute Chibi Rainbow Zodiac Charms,Art,Art,USD,2016-11-02,1850,10/04/16,3994,successful,54,US,100,3994,1850
856057948,Voice From Nowhere...debut CD,Indie Rock,Music,USD,2012-11-17,3000,10/18/12,0,failed,0,US,0,0,3000
8560605,The Untold Tales of Edmin Demarious. (Canceled),Fiction,Publishing,USD,2013-04-17,6000,03/18/13,0,canceled,0,US,0,0,6000
856063640,App for Gathering: GatheApp,Apps,Technology,CAD,2015-05-14,20000,04/14/15,961,failed,9,CA,762.59,798,16615.44
856074455,Aging Out,Documentary,Film & Video,USD,2015-03-19,10000,02/18/15,10932,successful,114,US,10932,10932,10000
85607525,Ramshackle Glory needs a tour vehicle,Music,Music,USD,2011-12-11,5000,10/24/11,5036.07,successful,118,US,5036.07,5036,5000
856082,The Broken Prophecy,Fiction,Publishing,USD,2013-01-18,3000,12/19/12,605,failed,31,US,605,605,3000
856087280,Pete koza custom metal art works,Sculpture,Art,USD,2015-05-15,1500,04/17/15,145,failed,7,US,145,145,1500
856088988,Priscilla Soltero Album and Music Video,Indie Rock,Music,USD,2015-03-15,20000,01/24/15,0,failed,0,US,0,0,20000
856093897,Mo[u]rnin'. After.,Theater,Theater,USD,2012-01-30,1600,12/21/11,1726,successful,57,US,1726,1726,1600
856105738,"Touch One Project: Get to Know Me, Get to Know You",World Music,Music,USD,2014-02-27,1400,01/28/14,0,canceled,0,US,0,0,1400
856112952,CHRI-CHA,Product Design,Design,USD,2014-04-15,30000,03/11/14,477,failed,11,US,477,477,30000
856113933,Filibuster,Tabletop Games,Games,USD,2017-09-07,18500,08/08/17,7137,failed,93,US,4925,7137,18500
856120992,They Came From The Ether,Narrative Film,Film & Video,USD,2013-02-17,2500,01/18/13,3410,successful,66,US,3410,3410,2500
856123670,2016 Kindred Awards,Faith,Music,USD,2016-11-14,3500,09/27/16,70,failed,3,US,25,70,3500
85612666,Life Is a Soundtrack,Music,Music,USD,2016-04-16,4000,03/17/16,1,undefined,0,"N,0""",,1,4000
856139352,100 Years From Now Our Bones Will Be Different,Art Books,Publishing,USD,2015-09-02,6000,08/02/15,6826,successful,146,US,6826,6826,6000
856142796,Andromeda Planetary Survival,Video Games,Games,USD,2017-03-23,5000,02/21/17,310,failed,14,US,0,310,5000
856149402,Concept Design Quest - A book about 20 futuristic vehicles,Design,Design,USD,2016-04-08,5000,03/09/16,6930,successful,100,US,6930,6930,5000
856170977,A Year Without Rent,Shorts,Film & Video,USD,2011-01-08,12000,12/08/10,12178.1,successful,243,US,12178.1,12178,12000
856173498,prog.1,Video Games,Games,USD,2015-10-29,5000,09/29/15,1160,failed,20,US,1160,1160,5000
856193892,Every Round Counts,Tabletop Games,Games,GBP,2014-06-30,6000,05/16/14,1002,failed,54,GB,1680.57,1718,10286.13
856203713,Sweet Hollow-- NYU Short Film In Post-Production,Horror,Film & Video,USD,2015-02-24,1200,01/25/15,1601,successful,33,US,1601,1601,1200
856206857,Moments of Vision exhibition fundraider (Canceled),Art,Art,GBP,2013-05-18,500,04/29/13,15,canceled,2,GB,23.21,23,754.94
856207569,GR London Paris - Prêt à couture garments,Couture,Fashion,GBP,2016-07-20,20000,06/20/16,285,failed,7,GB,337.43,373,26190.01
856212865,The Plant: Living Foyer,Food,Food,USD,2013-12-10,61200,10/11/13,65230,successful,565,US,65230,65230,61200
856224150,Hell in a Bottle,Food,Food,USD,2016-03-20,10000,02/19/16,296,failed,6,US,296,296,10000
856224627,D' goes to Debbie Allen Dance Acadamy! Everything Counts!,Workshops,Dance,USD,2017-06-27,1500,05/31/17,545,failed,5,US,25,545,1500
856234171,Human Farm- Love Religion Laughter Revenge. For Humanity...,Publishing,Publishing,GBP,2017-05-11,2500,04/11/17,359,failed,7,GB,0,462,3214.4
856235703,3-axis stabilized video gimbal for DSLR and video cameras,Hardware,Technology,CAD,2014-04-12,25000,02/21/14,1704,failed,13,CA,1540.93,1548,22708.69
856264191,Masala Chai,Drinks,Food,EUR,2017-09-09,20000,07/26/17,60,failed,1,FR,0,72,23926.02
856264502,Blind Lifter: Raising the Bar With A Vision,Film & Video,Film & Video,USD,2013-07-01,10000,05/20/13,10162,successful,92,US,10162,10162,10000
856280959,The British Beat,Dance,Dance,USD,2013-08-16,3000,07/20/13,3040,successful,18,US,3040,3040,3000
856282768,Video blog a roadtrip from east coast and central Australia,Documentary,Film & Video,USD,2015-01-14,2500,12/13/14,10,failed,1,US,10,10,2500
856286973,PeeBee N Jay creations,Spaces,Food,USD,2015-09-05,32200,07/08/15,5,failed,1,US,5,5,32200
856300396,Picture your pet in the book Ellen made famous!,Art,Art,USD,2016-06-13,75000,04/14/16,2110,failed,7,US,2110,2110,75000
85630908,1-2-3 let it be music,Rock,Music,NOK,2015-05-31,10000,05/01/15,5,failed,1,NO,0.66,1,1273.54
856317794,StunBear Notebook: Rethink Your Planning Experience,Design,Design,GBP,2016-12-01,1000,11/01/16,1047,successful,74,GB,196.15,1322,1262.36
856319890,Simple Cooking For Kids with Grandma That Are Fun & Easy,Cookbooks,Food,USD,2016-02-06,5000,01/07/16,0,failed,0,US,0,0,5000
856328571,3-D Printed Homes For Hermit Crabs,Digital Art,Art,USD,2015-12-15,1000,12/12/15,15,failed,3,US,15,15,1000
